Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
731,Metriopelia aymara,Columbidae,Columbiformes,AVIBASE-A12A84C3,5,2,3,0,4,12.9,6.9,2.7,2.9,18.9,116.2,45.2,70.0,39.2,61.6,61.8,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-34.72,-9.99,-22.02,-68.28,832237.50
728,Metriopelia ceciliae,Columbidae,Columbiformes,AVIBASE-2F40A0F8,5,2,3,0,4,13.8,8.1,2.8,3.1,17.6,95.0,24.0,70.5,25.4,66.2,55.1,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial,-22.24,-5.13,-14.50,-72.04,490195.48
730,Metriopelia melanoptera,Columbidae,Columbiformes,AVIBASE-C28815B3,9,4,5,0,4,15.0,8.6,3.0,3.8,19.6,130.6,50.2,80.5,38.4,83.3,100.0,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial,-55.72,1.30,-29.40,-70.12,1845275.52
729,Metriopelia morenoi,Columbidae,Columbiformes,AVIBASE-D6484023,4,2,2,0,4,12.9,7.6,2.8,3.1,18.6,95.8,26.0,69.8,27.2,75.8,28.6,EltonTraits_Model,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial,-29.48,-22.67,-26.53,-66.72,106199.06
641,Nesoenas mayeri,Columbidae,Columbiformes,AVIBASE-602F4DD0,4,1,2,1,4,27.4,13.9,5.1,5.6,34.7,208.5,62.2,146.3,29.8,159.3,302.8,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Omnivore,Generalist,-20.49,-20.36,-20.43,57.45,75.06
640,Nesoenas picturatus,Columbidae,Columbiformes,AVIBASE-CDDEA7EB,5,2,3,0,4,20.5,12.4,3.8,4.7,24.8,165.8,58.2,106.5,35.4,104.2,176.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Terrestrial,-25.61,-3.71,-19.35,46.69,593803.34
768,Ocyphaps lophotes,Columbidae,Columbiformes,AVIBASE-245D312A,5,2,3,0,4,17.7,9.2,4.2,4.3,26.4,160.6,64.1,96.2,40.0,134.4,204.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Omnivore,Terrestrial,-39.14,-12.25,-25.90,134.24,7382616.53
797,Oena capensis,Columbidae,Columbiformes,AVIBASE-DDC2CC92,5,2,3,0,4,13.6,7.3,2.1,2.8,14.3,102.5,40.2,62.1,39.3,125.8,40.6,Dunning,NA,NO,NA,NA,Shrubland,3,2,Herbivore,Granivore,Terrestrial,-34.84,31.36,0.86,23.95,9891692.70
775,Otidiphaps aruensis,Columbidae,Columbiformes,AVIBASE-F197D25F,3,1,1,1,3,30.5,15.7,5.1,7.3,62.5,185.7,25.1,160.6,13.5,174.5,500.0,DataFromSplit,NA,NO,NA,NA,Forest,2,2,Herbivore,Omnivore,Terrestrial,-6.93,-5.32,-6.17,134.42,7208.37
777,Otidiphaps cervicalis,Columbidae,Columbiformes,AVIBASE-F8AAD9E7,4,2,2,0,4,28.6,12.2,4.0,6.0,62.1,180.8,27.6,153.2,15.2,174.0,500.0,DataFromSplit,NA,NO,NA,NA,Forest,2,2,Herbivore,Omnivore,Terrestrial,-10.70,-4.09,-6.86,145.45,200407.59
778,Otidiphaps insularis,Columbidae,Columbiformes,AVIBASE-857C5AD5,2,1,0,1,2,28.2,11.8,3.9,6.0,63.3,174.6,23.8,150.8,13.6,175.0,500.0,DataFromSplit,NA,NO,NA,NA,Forest,2,2,Herbivore,Omnivore,Terrestrial,-9.73,-9.33,-9.53,150.66,1328.66
776,Otidiphaps nobilis,Columbidae,Columbiformes,AVIBASE-409ADAA1,5,2,3,0,4,28.5,14.7,4.3,6.1,62.3,182.0,31.0,147.5,17.3,180.4,500.0,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Omnivore,Terrestrial,-6.04,-0.01,-3.18,136.85,260128.69
735,Paraclaravis geoffroyi,Columbidae,Columbiformes,AVIBASE-1652D541,4,2,2,0,4,17.4,10.8,3.4,3.7,22.1,118.0,41.0,77.0,34.7,81.8,43.5,EltonTraits_Model,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Terrestrial,-28.12,-19.83,-24.08,-46.92,148131.85
734,Paraclaravis mondetoura,Columbidae,Columbiformes,AVIBASE-B3FE23FB,9,3,6,0,4,18.1,7.0,2.8,3.6,22.2,116.9,33.0,83.5,28.3,81.3,89.7,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Terrestrial,-18.99,19.83,2.09,-79.78,342167.22
672,Patagioenas albilinea,Columbidae,Columbiformes,AVIBASE-3B008E78,15,5,8,2,3,25.8,11.3,4.1,5.7,26.8,204.9,73.6,131.3,35.9,141.5,366.3,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Terrestrial,-27.77,11.21,-7.68,-71.73,1071014.98
670,Patagioenas albipennis,Columbidae,Columbiformes,AVIBASE-9DAE7539,8,6,2,0,3,24.5,12.1,4.5,6.2,29.9,228.3,88.8,139.5,38.9,128.7,347.0,DataFromSplit,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial,-22.83,-11.23,-16.52,-69.59,596941.05
673,Patagioenas araucana,Columbidae,Columbiformes,AVIBASE-2BD38691,5,2,3,0,4,24.9,12.6,5.0,5.6,30.8,210.2,77.9,132.1,37.0,133.4,270.0,Updated_literature,BoW,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial,-47.10,-28.07,-39.48,-72.23,289225.92
674,Patagioenas caribaea,Columbidae,Columbiformes,AVIBASE-05E3F3DF,3,2,1,0,3,24.0,12.0,5.5,6.0,28.3,209.7,74.0,135.7,35.3,147.0,250.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,17.86,18.46,18.19,-77.21,7105.93
675,Patagioenas cayennensis,Columbidae,Columbiformes,AVIBASE-A8908194,13,5,8,0,6,24.5,12.1,4.6,5.5,23.4,180.3,62.8,115.9,35.1,112.7,229.0,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Frugivore,Insessorial,-32.20,20.43,-7.62,-59.02,13517479.29
667,Patagioenas corensis,Columbidae,Columbiformes,AVIBASE-A87AEB78,9,4,4,1,9,19.8,11.5,4.8,6.0,26.2,192.0,66.8,125.2,34.8,113.0,272.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial,9.10,12.63,10.60,-69.53,129079.86
671,Patagioenas fasciata,Columbidae,Columbiformes,AVIBASE-86E122A7,5,2,3,0,4,24.9,18.9,7.5,6.6,25.9,206.9,74.7,131.2,36.2,141.5,366.3,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Terrestrial,12.67,51.73,32.56,-109.86,2624630.54
676,Patagioenas flavirostris,Columbidae,Columbiformes,AVIBASE-F8174D40,10,2,8,0,4,23.0,11.2,4.0,5.7,23.1,186.9,68.6,123.9,35.6,114.8,270.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial,8.37,29.67,19.18,-95.19,917034.76
682,Patagioenas goodsoni,Columbidae,Columbiformes,AVIBASE-A057002F,6,4,2,0,6,17.0,9.1,4.0,5.2,20.0,148.7,50.9,97.8,34.2,99.6,176.0,Inferred,NA,YES,Body Mass,Patagioenas nigrirostris,Forest,2,1,Herbivore,Frugivore,Insessorial,-1.08,7.13,2.97,-77.98,87027.20
678,Patagioenas inornata,Columbidae,Columbiformes,AVIBASE-C4BD9E16,4,2,1,1,4,24.7,14.1,4.6,5.2,27.7,209.0,81.5,127.5,39.0,123.8,365.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,17.61,22.71,19.12,-73.50,50937.43
664,Patagioenas leucocephala,Columbidae,Columbiformes,AVIBASE-5F571C8A,4,1,1,2,4,27.8,13.9,5.3,5.3,26.7,190.8,64.7,126.1,33.9,121.5,240.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial,8.88,27.23,20.42,-76.36,238971.29
669,Patagioenas maculosa,Columbidae,Columbiformes,AVIBASE-CC3675BF,5,0,5,0,4,22.6,10.8,4.6,5.3,29.3,211.8,81.4,129.1,38.7,102.4,347.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial,-45.83,-13.74,-28.98,-60.13,3659053.31
681,Patagioenas nigrirostris,Columbidae,Columbiformes,AVIBASE-1D706BD0,4,1,2,1,4,21.7,11.5,5.0,5.9,20.8,162.0,55.7,106.3,34.4,106.5,176.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,7.08,18.94,14.33,-87.31,352468.53
677,Patagioenas oenops,Columbidae,Columbiformes,AVIBASE-2328CDB8,4,3,1,0,4,22.2,12.1,4.3,5.0,24.3,192.0,68.5,123.5,35.7,117.2,264.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Insessorial,-7.91,-4.71,-6.09,-78.28,5928.30
668,Patagioenas picazuro,Columbidae,Columbiformes,AVIBASE-C7405D19,5,1,4,0,4,25.3,14.6,4.8,6.7,30.3,218.2,81.9,136.1,37.6,131.8,279.0,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Omnivore,Generalist,-39.01,-4.34,-21.04,-52.92,5829252.93
679,Patagioenas plumbea,Columbidae,Columbiformes,AVIBASE-CD161B09,13,5,7,1,4,23.1,12.9,4.3,5.1,23.1,177.8,61.9,115.7,34.9,141.6,178.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-32.21,10.29,-7.14,-61.29,6564806.47
666,Patagioenas speciosa,Columbidae,Columbiformes,AVIBASE-3EAF0903,6,1,5,0,4,24.5,12.3,4.8,6.0,23.7,184.7,65.5,114.0,36.5,98.3,258.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-27.14,21.36,-4.09,-63.71,7713359.51
665,Patagioenas squamosa,Columbidae,Columbiformes,AVIBASE-D15BB73D,10,0,5,5,4,28.1,11.1,4.4,6.0,26.1,210.3,74.2,134.3,35.6,140.3,312.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,11.18,23.59,20.24,-75.01,202802.20
680,Patagioenas subvinacea,Columbidae,Columbiformes,AVIBASE-F4F72BD9,8,3,5,0,4,18.8,9.8,3.8,4.1,20.8,156.3,53.6,102.7,34.3,114.4,162.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-18.30,11.06,-2.21,-64.55,6899058.97
761,Petrophassa albipennis,Columbidae,Columbiformes,AVIBASE-5AC3491A,5,2,3,0,4,18.6,9.7,3.5,3.4,21.9,132.8,32.2,100.0,24.4,106.8,124.3,Dunning,NA,NO,NA,NA,Rock,3,1,Herbivore,Granivore,Terrestrial,-18.27,-13.73,-16.01,127.42,235719.79
760,Petrophassa rufipennis,Columbidae,Columbiformes,AVIBASE-9D10537C,5,2,3,0,4,19.1,9.7,3.6,3.7,22.2,141.4,30.1,110.7,21.3,116.6,159.0,Dunning,NA,NO,NA,NA,Rock,3,1,Herbivore,Granivore,Terrestrial,-14.08,-11.72,-12.72,133.48,55159.82
801,Phapitreron amethystinus,Columbidae,Columbiformes,AVIBASE-A80D4FC6,24,13,11,0,4,25.9,15.1,5.2,6.3,20.5,140.3,47.8,95.0,33.5,103.7,145.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,5.56,18.65,12.02,123.21,227781.90
800,Phapitreron brevirostris,Columbidae,Columbiformes,AVIBASE-52286EF3,4,2,2,0,4,18.4,8.8,3.5,4.6,16.9,118.9,40.0,78.9,33.6,77.0,108.0,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,5.37,12.59,8.38,124.78,122038.36
804,Phapitreron brunneiceps,Columbidae,Columbiformes,AVIBASE-43A48647,1,1,0,0,1,25.3,13.3,4.6,6.4,20.5,137.9,50.0,87.9,36.3,96.2,146.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,5.56,9.83,7.65,124.79,95407.83
805,Phapitreron cinereiceps,Columbidae,Columbiformes,AVIBASE-ADE5FE2C,5,2,3,0,5,22.9,11.8,4.7,6.7,22.9,134.5,43.7,90.8,32.5,89.5,146.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,5.05,5.35,5.20,120.06,621.55
803,Phapitreron frontalis,Columbidae,Columbiformes,AVIBASE-DF9C629B,2,0,2,0,0,26.6,15.1,5.2,6.3,20.5,139.0,47.8,95.0,33.5,112.0,145.0,DataFromSplit,NA,YES,Beak Nares; Beak Width; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index,Phapitreron amethystinus,Forest,1,1,Herbivore,Omnivore,Insessorial,9.48,9.96,9.72,123.42,499.58
798,Phapitreron leucotis,Columbidae,Columbiformes,AVIBASE-62F7778F,4,2,2,0,4,18.4,8.9,4.2,5.0,21.8,128.8,44.9,83.8,34.9,77.2,108.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,12.21,18.65,15.64,121.44,118342.18
802,Phapitreron maculipectus,Columbidae,Columbiformes,AVIBASE-A8A5F2FC,25,9,15,1,4,27.2,15.6,5.5,6.6,21.6,147.3,51.0,97.6,34.3,113.5,145.0,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,9.04,11.65,10.17,122.91,14618.34
799,Phapitreron nigrorum,Columbidae,Columbiformes,AVIBASE-5B745F61,4,2,2,0,4,18.6,9.5,4.3,5.1,20.0,125.3,41.9,83.4,33.4,90.2,108.0,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,9.04,12.70,10.78,122.94,34140.90
765,Phaps chalcoptera,Columbidae,Columbiformes,AVIBASE-8D30DDA6,5,2,3,0,4,25.7,12.4,3.8,4.6,29.3,197.8,77.8,121.7,39.0,126.0,330.7,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Granivore,Terrestrial,-43.64,-10.90,-26.24,135.71,5889502.17
766,Phaps elegans,Columbidae,Columbiformes,AVIBASE-020BE546,4,2,2,0,4,22.5,11.3,3.7,4.0,28.3,162.5,49.9,112.7,30.7,99.0,211.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial,-43.64,-25.00,-35.41,138.02,694565.11
767,Phaps histrionica,Columbidae,Columbiformes,AVIBASE-9560088E,4,2,2,0,4,21.8,10.6,4.2,4.5,27.0,196.5,86.3,110.2,43.9,81.8,289.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-30.76,-12.04,-21.99,131.98,3734100.70
905,Ptilinopus alligator,Columbidae,Columbiformes,AVIBASE-8601021F,2,1,1,0,2,21.6,10.2,5.4,4.9,25.2,186.7,62.5,124.2,33.5,132.6,243.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-13.06,-11.65,-12.45,133.54,37567.63
902,Ptilinopus arcanus,Columbidae,Columbiformes,AVIBASE-15C0303A,1,1,0,0,1,13.9,6.1,3.5,3.8,18.3,100.0,25.3,74.7,25.3,54.0,85.9,Inferred,NA,YES,Body Mass,Ptilinopus monacha,Forest,2,1,Herbivore,Frugivore,Insessorial,10.38,10.51,10.44,123.15,115.91
917,Ptilinopus aurantiifrons,Columbidae,Columbiformes,AVIBASE-BBC4C9DF,4,2,2,0,4,18.6,9.6,4.7,4.4,23.1,128.0,38.8,89.2,30.4,60.8,152.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.73,-0.34,-5.11,139.40,479657.00
942,Ptilinopus chalcurus,Columbidae,Columbiformes,AVIBASE-506DEB9C,2,1,1,0,2,19.0,7.2,3.5,3.6,26.5,135.0,34.6,100.4,25.6,86.5,97.6,Inferred,NA,YES,Body Mass,Ptilinopus purpuratus,Forest,2,1,Herbivore,Frugivore,Insessorial,-15.87,-15.80,-15.84,-148.26,25.10
944,Ptilinopus chrysogaster,Columbidae,Columbiformes,AVIBASE-94543CFF,4,2,2,0,4,19.4,8.6,4.5,4.6,23.5,136.9,38.4,98.5,28.1,77.8,97.6,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-16.92,-16.41,-16.72,-151.41,381.44
904,Ptilinopus cinctus,Columbidae,Columbiformes,AVIBASE-01FF30C9,5,2,2,1,4,20.8,8.8,4.4,4.4,24.9,157.8,44.2,115.3,27.7,113.6,243.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.37,-6.30,-8.78,121.80,74691.52
943,Ptilinopus coralensis,Columbidae,Columbiformes,AVIBASE-31FFAD02,4,2,2,0,4,18.2,7.7,3.7,3.9,26.5,126.0,32.3,93.7,25.7,81.5,83.2,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Terrestrial,-22.04,-14.33,-16.82,-143.79,654.22
927,Ptilinopus coronulatus,Columbidae,Columbiformes,AVIBASE-6ECCC45D,4,2,2,0,4,15.7,7.7,3.7,3.6,19.7,117.0,34.0,83.0,29.1,63.8,76.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.73,-0.34,-5.36,140.95,670308.78
906,Ptilinopus dohertyi,Columbidae,Columbiformes,AVIBASE-A4ECD089,1,0,1,0,1,22.5,10.5,5.2,4.7,29.8,178.0,54.6,123.4,30.7,118.0,243.0,Inferred,NA,YES,Body Mass,Ptilinopus cinctus,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.32,-9.28,-9.76,119.95,10704.53
930,Ptilinopus dupetithouarsii,Columbidae,Columbiformes,AVIBASE-BEDBBD83,4,2,2,0,4,19.0,7.8,4.5,4.3,24.1,144.2,46.6,97.7,32.3,76.8,99.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.54,-8.80,-9.44,-139.51,1018.27
924,Ptilinopus eugeniae,Columbidae,Columbiformes,AVIBASE-E1257137,5,3,2,0,4,16.3,7.6,4.2,4.2,22.2,115.2,35.4,78.9,31.0,67.8,114.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.83,-10.14,-10.52,161.82,3382.95
938,Ptilinopus fasciatus,Columbidae,Columbiformes,AVIBASE-9F3042D2,5,2,2,1,4,19.1,8.7,4.2,4.3,21.9,130.9,38.9,92.6,29.6,71.9,106.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-14.38,-13.43,-13.77,-172.05,3082.71
919,Ptilinopus gestroi,Columbidae,Columbiformes,AVIBASE-E0D24D45,4,2,2,0,4,21.3,10.5,4.6,4.7,22.8,147.2,50.7,96.5,34.4,72.9,163.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.38,-1.94,-5.15,141.76,385485.91
915,Ptilinopus granulifrons,Columbidae,Columbiformes,AVIBASE-A8AAFCCE,5,3,2,0,4,17.7,9.2,5.0,4.9,22.8,121.0,35.2,90.0,28.1,68.2,136.5,Inferred,NA,YES,Body Mass,Ptilinopus insolitus,Forest,2,1,Herbivore,Frugivore,Insessorial,-1.74,-1.33,-1.56,127.73,2077.85
936,Ptilinopus greyi,Columbidae,Columbiformes,AVIBASE-FA53C613,5,3,2,0,4,18.0,7.4,3.8,3.6,20.8,114.8,34.0,78.7,30.2,66.8,82.7,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-22.71,-7.87,-19.11,166.44,32025.73
935,Ptilinopus hernsheimi,Columbidae,Columbiformes,AVIBASE-96FDF70C,4,2,2,0,4,16.7,8.3,4.1,4.0,22.8,124.0,35.7,88.3,28.8,65.9,105.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,5.26,5.37,5.31,162.98,108.42
940,Ptilinopus huttoni,Columbidae,Columbiformes,AVIBASE-0D3C62C9,4,1,3,0,2,26.3,12.3,4.8,5.4,27.9,161.7,41.9,119.8,25.9,121.2,130.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-27.64,-27.58,-27.61,-144.35,4.39
914,Ptilinopus hyogastrus,Columbidae,Columbiformes,AVIBASE-101A4B84,5,2,3,0,4,19.2,10.0,5.2,5.2,21.9,125.8,34.8,92.9,27.2,62.6,136.5,Inferred,NA,YES,Body Mass,Ptilinopus insolitus,Forest,2,1,Herbivore,Frugivore,Insessorial,-0.88,2.65,0.91,127.99,20835.22
922,Ptilinopus insolitus,Columbidae,Columbiformes,AVIBASE-77EDD972,5,2,2,1,4,24.7,8.4,4.6,4.9,23.8,128.0,38.0,89.6,29.8,63.8,136.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-6.32,-1.33,-5.05,150.89,42750.02
941,Ptilinopus insularis,Columbidae,Columbiformes,AVIBASE-C57C1B5C,4,1,3,0,4,20.3,8.9,5.2,5.0,30.0,143.5,36.1,107.4,25.2,99.0,104.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-24.41,-24.32,-24.36,-128.32,41.11
921,Ptilinopus iozonus,Columbidae,Columbiformes,AVIBASE-91B85A8E,9,6,1,2,8,16.1,8.3,4.2,4.2,21.6,117.8,40.3,77.8,34.1,51.8,114.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.73,-0.01,-5.34,140.92,674305.79
903,Ptilinopus melanospilus,Columbidae,Columbiformes,AVIBASE-0DF234C1,28,9,18,1,11,17.7,7.6,3.9,4.3,21.0,118.1,31.6,87.7,26.5,75.1,92.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.32,11.43,-2.06,119.09,498198.97
926,Ptilinopus monacha,Columbidae,Columbiformes,AVIBASE-7D88F8A3,5,3,2,0,4,14.0,6.5,3.4,3.1,18.5,95.8,28.2,67.0,29.6,57.0,53.9,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-1.87,2.65,0.53,127.94,26140.07
901,Ptilinopus nainus,Columbidae,Columbiformes,AVIBASE-46E62FF6,5,2,3,0,4,11.7,5.2,2.8,3.3,16.1,87.4,23.1,64.8,26.3,42.6,49.0,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.73,0.04,-5.12,139.58,269374.33
918,Ptilinopus ornatus,Columbidae,Columbiformes,AVIBASE-A7A6D5C5,3,0,2,1,3,18.6,9.4,4.0,4.5,23.6,150.7,46.8,103.9,31.0,71.7,163.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-2.26,-0.34,-1.12,133.11,29156.11
931,Ptilinopus pelewensis,Columbidae,Columbiformes,AVIBASE-A87BEC71,4,0,0,4,4,18.2,8.1,4.3,4.1,23.8,127.8,37.5,90.2,29.4,66.2,93.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,6.89,7.73,7.44,134.54,454.47
920,Ptilinopus perlatus,Columbidae,Columbiformes,AVIBASE-1BDDFB1D,4,2,2,0,4,24.0,11.2,5.7,5.7,27.4,156.8,47.2,109.5,30.1,84.2,210.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.73,0.04,-5.37,140.99,673225.36
939,Ptilinopus perousii,Columbidae,Columbiformes,AVIBASE-4267B4F7,5,2,3,0,4,13.4,6.0,3.0,3.4,22.8,128.6,36.6,93.4,28.2,74.2,93.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-20.68,-13.43,-16.95,110.25,21647.29
934,Ptilinopus ponapensis,Columbidae,Columbiformes,AVIBASE-29277750,4,2,2,0,4,18.3,9.1,4.1,4.4,23.4,127.2,36.4,90.9,28.6,67.3,105.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,6.72,7.46,6.98,156.94,443.77
937,Ptilinopus porphyraceus,Columbidae,Columbiformes,AVIBASE-6AD10A4C,4,2,2,0,4,20.3,8.3,3.9,3.9,24.2,133.2,39.6,93.6,29.8,72.5,105.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-21.46,-12.48,-18.35,-17.49,3118.74
907,Ptilinopus porphyreus,Columbidae,Columbiformes,AVIBASE-367BB605,4,2,2,0,4,20.7,9.4,5.0,4.2,23.4,145.0,45.4,99.7,31.3,93.2,168.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-8.39,-0.90,-4.73,105.46,27641.48
925,Ptilinopus pulchellus,Columbidae,Columbiformes,AVIBASE-CAF11212,5,2,3,0,4,15.4,7.3,3.6,3.6,17.2,105.6,29.6,76.4,28.0,59.4,70.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.38,-0.01,-4.85,141.05,339387.21
946,Ptilinopus purpuratus,Columbidae,Columbiformes,AVIBASE-68341502,5,2,3,0,4,16.5,7.6,4.1,4.0,27.5,145.2,43.4,99.8,30.3,78.0,97.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.88,-17.47,-17.66,-149.45,1194.95
945,Ptilinopus rarotongensis,Columbidae,Columbiformes,AVIBASE-779F6508,2,0,2,0,2,16.1,7.0,3.9,4.1,25.5,124.5,30.0,94.6,24.0,80.0,97.6,Inferred,NA,YES,Body Mass,Ptilinopus purpuratus,Forest,2,1,Herbivore,Frugivore,Insessorial,-21.25,-19.97,-20.66,-159.01,57.64
928,Ptilinopus regina,Columbidae,Columbiformes,AVIBASE-3EC888E4,4,2,2,0,4,17.2,7.8,3.7,3.8,20.2,126.8,37.5,89.3,29.6,67.2,101.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-34.18,-4.38,-18.29,141.10,553574.47
932,Ptilinopus richardsii,Columbidae,Columbiformes,AVIBASE-34A37399,5,2,2,1,4,17.9,7.6,4.0,4.1,20.9,127.2,37.8,90.0,29.6,71.6,103.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-11.88,-10.13,-11.58,160.42,769.10
910,Ptilinopus rivoli,Columbidae,Columbiformes,AVIBASE-98F7FF1F,12,8,4,0,11,19.2,8.9,4.5,4.2,21.5,126.0,36.0,90.2,28.5,73.2,149.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.27,2.19,-5.05,140.99,294245.10
